source_id,job_title_raw,soc_code_raw,occurrence_count,before_version,after_version,before_technical_role,after_technical_role,before_family,after_family,before_method,after_method,before_rule,after_rule,before_review_status,after_review_status,transition
dol_lca,Project Manager,15-1299.09,865,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,Manager,11-3021.00,741,role_taxonomy_v1,role_taxonomy_v2,True,False,technical_management_related,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:5,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:technical_management_related -> NOT_RELEVANT:not_relevant
dol_lca,Product Manager,15-1299.09,683,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,Manager,15-1132,605,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Manager,15-1252.00,487,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Business Analyst,15-2051.01,473,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_lca,Business Analyst,15-1211.00,434,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Associate,15-1252.00,324,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Project Manager,15-1199,277,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,Business Analyst,15-1121,221,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Director,15-1252.00,213,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Associate,15-1252.00,212,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Manager,15-1252.00,187,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Business Analyst,15-1211.00,181,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,PROJECT MANAGER,15-1299.09,177,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,Product Manager,15-1252.00,165,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Product Manager,11-3021.00,162,role_taxonomy_v1,role_taxonomy_v2,True,False,technical_management_related,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:5,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:technical_management_related -> NOT_RELEVANT:not_relevant
dol_lca,Consultant,15-1252.00,157,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,BUSINESS ANALYST,15-1211.00,135,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Director,11-3021.00,131,role_taxonomy_v1,role_taxonomy_v2,True,False,technical_management_related,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:5,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:technical_management_related -> NOT_RELEVANT:not_relevant
dol_lca,Product Manager,15-2051.01,116,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_lca,Manager,15-1212.00,115,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Associate,15-1132,96,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,BUSINESS ANALYST,15-2051.01,95,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_lca,Business Analyst,15-1252.00,85,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Manager,15-1299.09,84,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,Product Manager,15-1199,84,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,Manager,11-3021,80,role_taxonomy_v1,role_taxonomy_v2,True,False,technical_management_related,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:5,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:technical_management_related -> NOT_RELEVANT:not_relevant
dol_perm,Product Manager,15-1132,70,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Product Manager,15-1121,70,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Consultant,15-1199,66,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,Consultant,15-1132,66,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Manager,15-1199,65,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,Manager,15-1243.00,59,role_taxonomy_v1,role_taxonomy_v2,True,False,data_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:1,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Business Analyst,15-2051.01,59,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_lca,Director,15-1299.09,56,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,Associate,15-2051.00,55,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_perm,Associate,15-1211.00,55,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Consultant,15-1211.00,51,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Business Analyst,15-1299.09,50,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,Consultant,15-2051.00,47,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_lca,BUSINESS ANALYST,15-1199.08,47,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,Consultant,15-1211.00,47,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Consultant,15-1252.00,46,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Product Manager,11-3021,46,role_taxonomy_v1,role_taxonomy_v2,True,False,technical_management_related,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:5,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:technical_management_related -> NOT_RELEVANT:not_relevant
dol_lca,PRODUCT MANAGER,15-1299.09,45,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,Manager ,15-1252.00,45,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Product Manager,15-1252.00,45,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Business Analyst,15-1199,44,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,Project Manager,15-1299.00,41,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,BUSINESS ANALYST,15-1121,40,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Project Manager,15-1252.00,39,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Project Manager,11-3021.00,38,role_taxonomy_v1,role_taxonomy_v2,True,False,technical_management_related,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:5,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:technical_management_related -> NOT_RELEVANT:not_relevant
dol_lca,Manager,15-2051.00,37,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_lca,Project Manager ,15-1299.09,37,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,BUSINESS ANALYST,15-1211.00,34,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Manager,15-1253.00,33,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Product Manager,15-1211.00,33,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Associate,15-2051.01,32,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_perm,Manager,15-1211.00,32,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Product Manager,11-3021.00,32,role_taxonomy_v1,role_taxonomy_v2,True,False,technical_management_related,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:5,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:technical_management_related -> NOT_RELEVANT:not_relevant
dol_perm,Business Analyst,15-1132,31,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_perm,Associate,15-1121,31,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Consultant,15-1121,31,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Manager,15-1121,30,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Business Analyst,15-2051.00,29,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_lca,Project Manager,15-1199.09,29,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,Manager,15-2051.01,28,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_perm,Associate,15-1199,28,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_lca,ASSOCIATE,15-1252.00,27,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Associate,15-1211.00,27,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Infrastructure Consultant 2 - Network and Desktop Support,15-1244.00,26,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,low_level_it_support,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Product Manager,15-1211.00,26,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_perm,Associate,15-1133,25,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Consultant,15-1299.08,24,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,Associate ,15-1252.00,24,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Director,15-1253.00,24,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Manager,15-1253.00,24,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
dol_lca,Associate,15-1212.00,23,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Director,15-1212.00,23,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,BUSINESS ANALYST,15-1299.09,22,role_taxonomy_v1,role_taxonomy_v2,True,False,other_computing,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:6,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:other_computing -> NOT_RELEVANT:not_relevant
dol_perm,Business Analyst ,15-1211.00,22,role_taxonomy_v1,role_taxonomy_v2,True,False,systems_infrastructure,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:2,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:systems_infrastructure -> NOT_RELEVANT:not_relevant
dol_lca,Business Analyst,15-2051.00,21,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_lca,Consultant,15-2051.01,21,role_taxonomy_v1,role_taxonomy_v2,True,False,data_science,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:4,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:data_science -> NOT_RELEVANT:not_relevant
dol_perm,Business Analyst,15-1252.00,21,role_taxonomy_v1,role_taxonomy_v2,True,False,software_engineering,not_relevant,SOC_MAPPING,STRONG_EXCLUSION_PATTERN,soc_mapping:0,nontechnical_management_analysis,NOT_REQUIRED,NOT_REQUIRED,TECHNICAL:software_engineering -> NOT_RELEVANT:not_relevant
